itemCollection_faction_Steiner,,,
itemCollection_systemStores_Mechs_Steiner_Light,Reference,2,10
itemCollection_systemStores_Mechs_Steiner_Medium,Reference,2,10
itemCollection_systemStores_Mechs_Steiner_Heavy,Reference,1,10
itemCollection_systemStores_Mechs_Steiner_Assault,Reference,1,10
itemCollection_systemStores_MechParts_Steiner_Light,Reference,1,10
itemCollection_systemStores_MechParts_Steiner_Medium,Reference,1,10
itemCollection_systemStores_MechParts_Steiner_Heavy,Reference,1,10
itemCollection_systemStores_MechParts_Steiner_Assault,Reference,1,10
itemCollection_systemStores_Weapons_Steiner_Rare,Reference,0,10
itemCollection_systemStores_Weapons_Steiner_General,Reference,9,10
